,title,job_type,compensation,city,education,work_experience,feedback_time,time,company,company_type,company_number,company_link,only_city,low,heigh,mean_money
0,iOS开发工程师,企,23-45万,北京-海淀区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,广州市百果园信息技术有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911439571.shtml,北京,23,45,34.0
1,iOS开发工程师,企,21-42万,广州-番禺区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,广州市百果园信息技术有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911439564.shtml,广州,21,42,31.5
2,高级iOS开发工程师,企,面议,北京-朝阳区,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月21日,美团点评,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/198640953.shtml,北京,面议,面议,面议
3,高级IOS开发工程师,企,18-22万,广州-天河区,本科及以上,5年工作经验,投递后：2个工作日内反馈,2017年12月21日,yaya医师,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910782486.shtml,广州,18,22,20.0
4,iOS开发工程师（金融）,企,12-24万,广州-天河区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,广州线条信息科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911437564.shtml,广州,12,24,18.0
5,IOS平台软件开发工程师,企,10-20万,北京-朝阳区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,浙江智唐科技有限公司,计算机软件,1-49人,https://www.liepin.com/job/1911437291.shtml,北京,10,20,15.0
6,iOS研发工程师J10272,企,24-48万,北京,统招本科,4年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京思源置地科技有限公司,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911436851.shtml,北京,24,48,36.0
7,IOS工程师,企,6-10万,厦门,大专及以上,1年工作经验,投递后：10个工作日内反馈,2017年12月21日,厦门吾轶科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911436233.shtml,厦门,6,10,8.0
8,Ios开发,企,16-26万,杭州,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,杭州新光金融服务有限公司,基金/证券/期货/投资,500-999人,https://www.liepin.com/job/1911434835.shtml,杭州,16,26,21.0
9,IOS自动化测试工程师,企,39-65万,北京-朝阳区,本科及以上,6年工作经验,投递后：2个工作日内反馈,2017年12月21日,慧与软件(济宁)人才产业基地管理有限公司,计算机软件,100-499人,https://www.liepin.com/job/1911433810.shtml,北京,39,65,52.0
10,iOS,企,6-10万,珠海-香洲区,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,珠海市魔法师科技有限公司,IT服务/系统集成,1-49人,https://www.liepin.com/job/1911433513.shtml,珠海,6,10,8.0
11,iOS,企,8-16万,长沙,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,联信,计算机软件,100-499人,https://www.liepin.com/job/1911433414.shtml,长沙,8,16,12.0
12,（高级）iOS开发工程师,企,18-36万,上海-闵行区,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,钱包生活(平潭)科技有限公司上海分公司,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1911432703.shtml,上海,18,36,27.0
13,Android/IOS 开发高级工程师,企,面议,天津,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,网络技术研究所天津,计算机软件,1-49人,https://www.liepin.com/job/1910069178.shtml,天津,面议,面议,面议
14,ios工程师,企,12-18万,北京-海淀区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京海润济民金融信息服务有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910970394.shtml,北京,12,18,15.0
15,ios/Android越狱开发工程师,企,18-30万,深圳,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,深圳信达环球电子商贸有限公司,贸易/进出口,50-99人,https://www.liepin.com/job/1911429726.shtml,深圳,18,30,24.0
16,ios开发工程师,企,21-28万,上海,统招本科,3年工作经验,投递后：2个工作日内反馈,2017年12月21日,上海蜃瑾信息科技有限公司,通信(设备/运营/增值),2000-5000人,https://www.liepin.com/job/1911428474.shtml,上海,21,28,24.5
17,ios开发工程师,企,5-7万,嘉兴,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,浙江昱能科技有限公司,新能源,100-499人,https://www.liepin.com/job/1910203316.shtml,嘉兴,5,7,6.0
18,iOS开发工程师,企,12-18万,杭州-萧山区,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,浙江万翔寝具制品有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911426124.shtml,杭州,12,18,15.0
19,IOS开发工程师 (职位编号：fumedtj000608),企,10-14万,上海-徐汇区,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海复医天健医疗服务产业股份有限公司,房地产服务(物业管理/地产经纪),5000-10000人,https://www.liepin.com/job/1911426116.shtml,上海,10,14,12.0
20,ios开发工程师,企,9-13万,杭州,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,英涉时装,服装服饰/纺织/皮革,100-499人,https://www.liepin.com/job/1911420712.shtml,杭州,9,13,11.0
21,ios工程师,企,面议,济南,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,亦非云,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911419617.shtml,济南,面议,面议,面议
22,ios开发工程师,企,6-10万,长沙,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,长沙掌控信息科技有限公司,计算机软件,50-99人,https://www.liepin.com/job/1911413965.shtml,长沙,6,10,8.0
23,ios开发工程师,企,14-21万,杭州-西湖区,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月21日,杭州砺石信息科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911414183.shtml,杭州,14,21,17.5
24,IOS高级,企,10-21万,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海复深蓝软件股份有限公司,计算机软件,500-999人,https://www.liepin.com/job/1911403959.shtml,上海,10,21,15.5
25,棋牌IOS主程,企,12-24万,广州-海珠区,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,广州飞跑科技有限公司,网络游戏,1-49人,https://www.liepin.com/job/1911389314.shtml,广州,12,24,18.0
26,iOS 开发工程师,企,面议,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,恩梯梯数据(中国),IT服务/系统集成,2000-5000人,https://www.liepin.com/job/1911382182.shtml,北京,面议,面议,面议
27,IOS工程师,企,7-10万,济南-历城区,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,山东华尚医疗科技有限公司,医疗设备/器械,1-49人,https://www.liepin.com/job/1911380578.shtml,济南,7,10,8.5
28,ASO优化师（IOS),企,36-48万,深圳-福田区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,深圳市橙皇科技有限公司,网络游戏,1-49人,https://www.liepin.com/job/1910876493.shtml,深圳,36,48,42.0
29,Senior iOS Engineer,企,面议,北京,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京布劳克晨信息技术有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911333010.shtml,北京,面议,面议,面议
30,IOS开发工程师,企,5-10万,厦门-思明区,大专及以上,1年工作经验,投递后：1个工作日内反馈,2017年12月21日,数数看(厦门)信息技术有限公司,IT服务/系统集成,1-49人,https://www.liepin.com/job/1911126579.shtml,厦门,5,10,7.5
31,ios接口测试工程师（移动项目）,企,10-14万,广州-天河区,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月21日,广州掌动智能科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911320089.shtml,广州,10,14,12.0
32,iOS工程师,企,12-18万,深圳,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,深圳美联,教育/培训/学术/科研/院校,2000-5000人,https://www.liepin.com/job/1910741614.shtml,深圳,12,18,15.0
33,IOS初级/中级/高级开发工程师（亿钻宝）,企,10-18万,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,善林(上海)金融,基金/证券/期货/投资,10000人以上,https://www.liepin.com/job/1911139179.shtml,上海,10,18,14.0
34,IOS开发,企,12-24万,未知,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,范娱科技,网络游戏,1-49人,https://www.liepin.com/job/1911285272.shtml,未知,12,24,18.0
35,iOS研发高级工程师,企,18-24万,北京-丰台区,本科及以上,5年工作经验,投递后：2个工作日内反馈,2017年12月21日,融讯伟业(北京)科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910772075.shtml,北京,18,24,21.0
36,资深IOS开发工程师,企,16-36万,未知,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月21日,安徽谦英商贸有限公司,IT服务/系统集成,50-99人,https://www.liepin.com/job/1911258557.shtml,未知,16,36,26.0
37,IOS高级开发工程师,企,13-20万,广州,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月21日,广州四九游网络科技有限公司,网络游戏,100-499人,https://www.liepin.com/job/199895265.shtml,广州,13,20,16.5
38,ios app开发/应用开发,企,10-18万,天津,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,天津市天房科技发展股份有限公司,IT服务/系统集成,100-499人,https://www.liepin.com/job/194536178.shtml,天津,10,18,14.0
39,IOS开发工程师,企,6-8万,常州-天宁区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,常州金姆健康科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911204323.shtml,常州,6,8,7.0
40,Android/IOS开发助理,企,5-7万,天津,中专/中技及以上,经验不限,投递后：10个工作日内反馈,2017年12月21日,天软时代,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910484312.shtml,天津,5,7,6.0
41,高级iOS开发工程师,企,面议,杭州-滨江区,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,网金社,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/195115610.shtml,杭州,面议,面议,面议
42,IOS软件开发工程师,企,12-24万,上海,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月21日,量子花,规划/设计/装潢,100-499人,https://www.liepin.com/job/1911062282.shtml,上海,12,24,18.0
43,iOS研发工程师（中/高级）,企,10-19万,上海,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,米健,医疗/保健/美容/卫生服务,100-499人,https://www.liepin.com/job/1911013829.shtml,上海,10,19,14.5
44,（电商）IOS开发工程师,企,10-18万,江苏省,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,福中集团,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911010863.shtml,江苏省,10,18,14.0
45,iOS软件工程师助理,企,12-24万,珠海-香洲区,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,珠海安士佳电子有限公司,电子技术/半导体/集成电路,500-999人,https://www.liepin.com/job/1911009262.shtml,珠海,12,24,18.0
46,IOS开发工程师,企,10-17万,广州,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,卓动信息,网络游戏,100-499人,https://www.liepin.com/job/1910559059.shtml,广州,10,17,13.5
47,IOS 开发工程师,企,8-18万,厦门,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,厦门市中锐企业管理咨询有限公司,专业服务(咨询/财会/法律/翻译等),1-49人,https://www.liepin.com/job/1910801068.shtml,厦门,8,18,13.0
48,高级iOS开发工程师,企,16-24万,深圳,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月21日,深圳市美图溪信息技术有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/199724197.shtml,深圳,16,24,20.0
49,ios工程师,企,11-16万,南京,大专及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,济南北海软件工程有限公司,计算机软件,50-99人,https://www.liepin.com/job/1910839283.shtml,南京,11,16,13.5
50,ios开发工程师,企,12-18万,广州-天河区,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,上海理盛融资租赁有限公司,银行,50-99人,https://www.liepin.com/job/1910791793.shtml,广州,12,18,15.0
51,ios软件开发工程师,企,6-12万,武汉,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,武汉开天互动娱乐科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910702182.shtml,武汉,6,12,9.0
52,IOS高级开发工程师,企,18-30万,深圳,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,一元云购网络,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910623415.shtml,深圳,18,30,24.0
53,IOS开发工程师,企,8-16万,广州,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,六一科技,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910284192.shtml,广州,8,16,12.0
54,IOS开发工程师,企,5-7万,天津,大专及以上,经验不限,投递后：2个工作日内反馈,2017年12月21日,天软时代,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/196240462.shtml,天津,5,7,6.0
55,Android/IOS开发工程师,企,5-7万,天津,中专/中技及以上,经验不限,投递后：2个工作日内反馈,2017年12月21日,天软时代,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199165878.shtml,天津,5,7,6.0
56,Android/IOS开发工程师,企,5-7万,天津,中专/中技及以上,经验不限,投递后：10个工作日内反馈,2017年12月21日,天软时代,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910269489.shtml,天津,5,7,6.0
57,ios软件工程师,企,10-14万,深圳,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,江西合力泰科技有限公司深圳分公司,电子技术/半导体/集成电路,10000人以上,https://www.liepin.com/job/1910225462.shtml,深圳,10,14,12.0
58,ios应用开发工程师,企,7-10万,上海,本科及以上,1年工作经验,投递后：10个工作日内反馈,2017年12月21日,游唐网络,网络游戏,100-499人,https://www.liepin.com/job/199512903.shtml,上海,7,10,8.5
59,iOS开发工程师,企,14-28万,佛山-顺德区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,美的智慧家居科技有限公司,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/199704805.shtml,佛山,14,28,21.0
60,高级IOS软件工程师,企,10-18万,重庆-渝北区,大专及以上,4年工作经验,投递后：5个工作日内反馈,2017年12月21日,美天科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/194183229.shtml,重庆,10,18,14.0
61,ios高级开发工程师,企,7-14万,西安,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,恒谦教育网,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/196801398.shtml,西安,7,14,10.5
62,IOS构架师-主软件,企,24-36万,北京,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,天津泰勒斯教育信息咨询有限公司,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/196516429.shtml,北京,24,36,30.0
63,高级ios 开发工程师,企,18-24万,北京,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京恒荣汇彬保险代理股份有限公司,保险,10000人以上,https://www.liepin.com/job/199131718.shtml,北京,18,24,21.0
64,iOS开发工程师-效率工程,企,面议,北京-海淀区,本科及以上,3年工作经验,未知,2017年12月21日,今日头条,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/198798299.shtml,北京,面议,面议,面议
65,IOS软件工程师,企,12-18万,广州,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,幸福狐狸,服装服饰/纺织/皮革,100-499人,https://www.liepin.com/job/199015376.shtml,广州,12,18,15.0
66,IOS开发工程师,企,10-12万,天津-和平区,本科及以上,2年工作经验,投递后：2个工作日内反馈,2017年12月21日,天津泰勒斯教育信息咨询有限公司,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/197830202.shtml,天津,10,12,11.0
67,IOS开发工程师,企,21-35万,上海-杨浦区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,一城一家网络科技有限公司,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/199726098.shtml,上海,21,35,28.0
68,高级Android／IOS开发工程师,企,10-20万,武汉,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,智线云科技(北京)有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911279264.shtml,武汉,10,20,15.0
69,资深IOS开发工程师,企,18-24万,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海互盾信息科技有限公司,计算机软件,50-99人,https://www.liepin.com/job/1911275916.shtml,上海,18,24,21.0
70,ios开发工程师,企,18-24万,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,旺翔传媒,广告/公关/市场推广/会展,100-499人,https://www.liepin.com/job/1911243421.shtml,上海,18,24,21.0
71,IOS工程师,企,10-18万,上海,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海鑫渡金融信息服务有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911083815.shtml,上海,10,18,14.0
72,IOS开发工程师（生鲜电商）,企,13-20万,上海-长宁区,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,烟台欣和,食品/饮料/烟酒/日化,5000-10000人,https://www.liepin.com/job/1911346680.shtml,上海,13,20,16.5
73,ios开发工程师,企,10-19万,上海,本科及以上,1年工作经验,投递后：1个工作日内反馈,2017年12月21日,美丽约,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/197524669.shtml,上海,10,19,14.5
74,ios开发工程师,企,12-18万,杭州,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,浙江纵横新创科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199720829.shtml,杭州,12,18,15.0
75,高级IOS开发工程师,企,16-19万,北京,本科及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月21日,北京继教网教育科技发展有限公司,教育/培训/学术/科研/院校,100-499人,https://www.liepin.com/job/1911229159.shtml,北京,16,19,17.5
76,IOS开发工程师(C++方向),企,18-24万,上海,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月21日,巨人网络,网络游戏,2000-5000人,https://www.liepin.com/job/198948272.shtml,上海,18,24,21.0
77,高级IOS开发工程师,企,24-48万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京一览科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199922010.shtml,北京,24,48,36.0
78,ios开发工程师,企,面议,北京,统招本科,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京算云联科科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199369730.shtml,北京,面议,面议,面议
79,ios开发工程师,企,20-33万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,狮桥融资租赁(中国)有限公司,基金/证券/期货/投资,500-999人,https://www.liepin.com/job/1911281797.shtml,北京,20,33,26.5
80,IOS开发工程师(C++方向),企,18-24万,上海,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月21日,巨人网络,网络游戏,2000-5000人,https://www.liepin.com/job/198948272.shtml,上海,18,24,21.0
81,高级IOS开发工程师,企,24-48万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京一览科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199922010.shtml,北京,24,48,36.0
82,ios开发工程师,企,面议,北京,统招本科,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,北京算云联科科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199369730.shtml,北京,面议,面议,面议
83,ios开发工程师,企,20-33万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,狮桥融资租赁(中国)有限公司,基金/证券/期货/投资,500-999人,https://www.liepin.com/job/1911281797.shtml,北京,20,33,26.5
84,ios开发工程师,企,12-18万,北京-海淀区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,网易联科技,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910607776.shtml,北京,12,18,15.0
85,iOS开发工程师,企,10-19万,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,技创智能科技(上海)有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199649221.shtml,上海,10,19,14.5
86,iOS开发工程师,企,16-31万,上海,统招本科,1年工作经验,投递后：10个工作日内反馈,2017年12月21日,合合信息,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911248058.shtml,上海,16,31,23.5
87,高级IOS开发工程师,企,24-48万,北京,统招本科,2年工作经验,投递后：2个工作日内反馈,2017年12月21日,知合控股有限公司,全部行业,100-499人,https://www.liepin.com/job/1911420886.shtml,北京,24,48,36.0
88,客户端研发高级/资深工程师-Android/iOS,企,面议,上海-徐汇区,本科及以上,3年工作经验,未知,2017年12月21日,今日头条,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911423675.shtml,上海,面议,面议,面议
89,iOS工程师-中国-00470,企,18-36万,深圳-南山区,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,羽扇智,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911412775.shtml,深圳,18,36,27.0
90,高级iOS开发工程师,企,面议,深圳,本科及以上,4年工作经验,投递后：1个工作日内反馈,2017年12月21日,EC营销即时通,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911379282.shtml,深圳,面议,面议,面议
91,IOS开发工程师,企,12-18万,深圳,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,深圳市汇采购电子商务有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911351314.shtml,深圳,12,18,15.0
92,ios高级软件工程师,企,12-24万,上海,大专及以上,4年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海证大文化发展股份有限公司(分支机构),影视/媒体/艺术/文化/出版,50-99人,https://www.liepin.com/job/1911319471.shtml,上海,12,24,18.0
93,iOS 开发工程师,企,18-30万,上海-浦东新区,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海有大信息科技有限公司,计算机软件,100-499人,https://www.liepin.com/job/1911281751.shtml,上海,18,30,24.0
94,IOS软件工程师,企,10-18万,杭州-拱墅区,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月21日,杭州嘉沃教育科技有限公司,教育/培训/学术/科研/院校,100-499人,https://www.liepin.com/job/199363524.shtml,杭州,10,18,14.0
95,ios开发工程师（普惠）,企,18-30万,北京,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,海象理财,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911168537.shtml,北京,18,30,24.0
96,IOS开发工程师,企,23-45万,上海,大专及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月21日,上海基分文化传播,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911132396.shtml,上海,23,45,34.0
97,ios开发工程师,企,12-18万,上海,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/199603292.shtml,上海,12,18,15.0
98,ios高级开发工程师,企,18-36万,北京,本科及以上,5年工作经验,投递后：10个工作日内反馈,2017年12月21日,北京享阅教育科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911101215.shtml,北京,18,36,27.0
99,iOS开发工程师,企,5-11万,郑州,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月21日,河南优蓓教育科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/196456289.shtml,郑州,5,11,8.0
100,中高级iOS工程师,企,10-18万,成都-高新区,大专及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,小闲在线,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910995283.shtml,成都,10,18,14.0
101,iOS高级工程师,企,18-36万,上海-长宁区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,上海卓赞教育科技有限公司,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910994594.shtml,上海,18,36,27.0
102,iOS开发工程师,企,10-16万,南京-栖霞区,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,福建升腾资讯有限公司,IT服务/系统集成,2000-5000人,https://www.liepin.com/job/198195496.shtml,南京,10,16,13.0
103,ios工程师,企,11-16万,上海,大专及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月21日,济南北海软件工程有限公司,计算机软件,50-99人,https://www.liepin.com/job/1910839263.shtml,上海,11,16,13.5
104,IOS开发工程师,企,10-20万,重庆,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,小闲在线,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910686270.shtml,重庆,10,20,15.0
105,IOS工程师,企,19-24万,深圳,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,股德惠民信息咨询(深圳)有限公司,基金/证券/期货/投资,500-999人,https://www.liepin.com/job/1910541270.shtml,深圳,19,24,21.5
106,IOS开发工程师,企,10-23万,上海-徐汇区,学历不限,1年工作经验,投递后：5个工作日内反馈,2017年12月21日,525j,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/195024375.shtml,上海,10,23,16.5
107,ios开发工程师,企,12-18万,上海,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,盐商集团,房地产开发/建筑/建材/工程,500-999人,https://www.liepin.com/job/1910509155.shtml,上海,12,18,15.0
108,ios开发工程师,企,面议,上海,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月21日,MyMM,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910311372.shtml,上海,面议,面议,面议
109,ios开发工程师,企,10-24万,杭州-西湖区,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月21日,杭州卓韬网络科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199195854.shtml,杭州,10,24,17.0
110,ios开发工程师,企,20-33万,深圳,大专及以上,4年工作经验,投递后：2个工作日内反馈,2017年12月21日,你我金融,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199476105.shtml,深圳,20,33,26.5
111,iOS高级开发工程师,企,18-30万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,指掌易科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/194223093.shtml,北京,18,30,24.0
112,iOS开发工程师,企,24-30万,上海-浦东新区,本科及以上,4年工作经验,投递后：1个工作日内反馈,2017年12月21日,上海睿渠网络技术有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911337644.shtml,上海,24,30,27.0
113,AI Lab-iOS开发工程师,企,面议,北京,统招本科,3年工作经验,投递后：2个工作日内反馈,2017年12月21日,好未来教育,教育/培训/学术/科研/院校,5000-10000人,https://www.liepin.com/job/1911301561.shtml,北京,面议,面议,面议
114,高级iOS开发工程师,企,28-49万,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,百姓网,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911117663.shtml,上海,28,49,38.5
115,IOS研发工程师,企,23-45万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月21日,河北幸福消费金融股份有限公司,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/1910971050.shtml,北京,23,45,34.0
